1.0;;;;
33985fa5-1c58-40d8-9058-621876df905b;baking_mixes;Petits cœurs Lu chocolat;0.2;u
fcba06da-4cb0-4654-9ede-3d29b92bdeaa;baking_mixes;Petit écolier choco Lu lait/noir;0.8;u
9ad8dea7-357e-40b3-95c9-4ec1d3bb5865;baking_mixes;Petit écolier Lu choco blanc;1.0;u
1e6c3bc5-68c4-4ade-b832-dc83097ad814;baking_mixes;Pim's Lu orange/poire;0.5;u
251fa368-e1f0-4b76-b615-0e2c3a3af32f;baking_mixes;Pim's Lu Mousse chocolat;0.5;u
cb14e30e-0495-451f-8ecd-ef6e52985b46;baking_mixes;Prince Lu chocolat;1.0;u
c3ec88e3-03ef-4408-a564-cf0fcce13bac;baking_mixes;Prince Lu choco'barre;1.0;u
1ee13413-d00f-42d6-91e2-ee508475e84b;baking_mixes;Prince Lu Petit déj céréales ± choco;1.0;u
1cba3036-e56b-40be-9d0e-28b20b5c847d;baking_mixes;P'tit Prince Lu chocolat;0.4;u
4e52f19d-f09c-4949-9a9f-c78b80e8bb44;baking_mixes;Prosper Lu Nature (1u = 1 tranche);0.666666666666667;u
fec89497-d544-4c3c-90f8-fad443359405;baking_mixes;Balisto;1.3986013986014;u
66a8c5a0-4f25-46d4-8def-087b17669b69;baking_mixes;Shoks Lu;0.5;u
14a43d92-d91a-4a9e-8a5a-753724749144;baking_mixes;Tuiles amandes Lu;0.307692307692308;u
d6a7596c-01fa-4f2e-ab72-387ddd0575ea;salted_biscuits;Tuc original / bacon / fromage;0.285714285714286;u
7a89adf7-dcfa-477a-b415-0fc5977ba373;salted_biscuits;Tuc Sésame / crème oignon;0.307692307692308;u
